fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope5_mean,slope_Risk
207,205417,"182862065235015",Chabua Grant T E,Chabua,Dibrugarh,Assam,India,Chabua Grant (T.E.),,Chabua Grant (T.E.),291445,2065,286,18,"291445",13.1313774,Village,Rural,16743507.0390786,20003.2433726609,0.547122670405942,0.102678961539517
208,205461,"182862065234970",Chabua T E,Chabua,Dibrugarh,Assam,India,Chabua T.E.,,Chabua T.E.,291456,2065,286,18,"291456",4.16831431,Village,Rural,5313493.45669071,17466.2198871579,0.53294047730742,0.100017377696485
209,205241,"182862067235870",Chagali Pather,Moran,Dibrugarh,Assam,India,Chagali Pather,,Chagali Pather,291973,2067,286,18,"291973",2.12738466,Village,Rural,2698094.89854147,7771.59570876912,0.583976950134913,0.109595434527284
210,211845,"182862067235759",Chaharikata,Tengakhat,Dibrugarh,Assam,India,Chaharikata No.3,,Chaharikata,291750,2066,286,18,"291750",0.85670852,Village,Rural,1089893.45306885,3934.45913267537,0.477813084953809,0.0896715746336168
211,210884,"182862066235072",Chahari Kata,Dibrugarh East,Dibrugarh,Assam,India,Chahari Kata No.2,,Chahari Kata,291631,2064,286,18,"291631",1.13910514,Village,Rural,1450079.05792031,5769.32484112812,0.419498785634836,0.0787276821194679
212,210882,"182862066235071",Chahari Kata,Moran,Dibrugarh,Assam,India,Chahari Kata No.1,,Chahari Kata,291632,2067,286,18,"291632",1.27276272,Village,Rural,1619853.88760458,4938.78629571037,0.263695152103901,0.0494878860730526
213,206682,"182862067235760",Chaharikata N C,Moran,Dibrugarh,Assam,India,Chaharikata N.C. Block - 3,,Chaharikata N.C.,291751,2067,286,18,"291751",1.78642316,Village,Rural,2273093.34484604,5926.29712609564,0.780284573477913,0.146436647654487
214,211522,"182862067235758",Chaharikata No 1,Moran,Dibrugarh,Assam,India,Chaharikata No.1,,Chaharikata,291756,2067,286,18,"291756",1.48847588,Village,Rural,1893238.88922815,9505.75404289369,0.3550575732219,0.0666339467858574
215,205066,"182862067235757",Chaharikata No 2,Moran,Dibrugarh,Assam,India,Chaharikata No.2,,Chaharikata,291753,2067,286,18,"291753",1.33769221,Village,Rural,1701560.59417115,6871.55179118042,0.772181960678729,0.14491602364642
216,206312,"182862069235545",Chaikya Gaon,Naharkatiya,Dibrugarh,Assam,India,Chaikya Gaon,,Chaikya Gaon,292418,2069,286,18,"292418",1.4270906,Village,Rural,1810232.37381118,6825.90262627506,0.985477064268009,0.184945291162902
217,210866,"182862067235791",Chakalia Gaon,Moran,Dibrugarh,Assam,India,Chakalia Gaon,,Chakalia Gaon,291901,2067,286,18,"291901",1.24903128,Village,Rural,1586033.60813078,7623.07919052372,0.809369977472759,0.151895129343671
218,205532,"182862069235696",Chakalia Gaon,Naharkatiya,Dibrugarh,Assam,India,Chakalia Gaon,,Chakalia Gaon,292281,2069,286,18,"292281",1.27866639,Village,Rural,1625221.61202888,4825.01691971105,0.484227326309139,0.0908753405842043
219,205265,"182862067235887",Chakalia No 1,Moran,Dibrugarh,Assam,India,Chakalia No.1,,Chakalia,291945,2067,286,18,"291945",1.74280531,Village,Rural,2209352.41771992,10272.8257153539,0.73586386924667,0.138100177557326
220,206355,"182862067235885",Chakalia No 2,Moran,Dibrugarh,Assam,India,Chakalia No.2,,Chakalia,291966,2067,286,18,"291966",0.55422134,Village,Rural,702560.75082818,4665.71559190062,0.791525284536708,0.148546201143884
221,211446,"182862067235888",Chakalia No 3,Moran,Dibrugarh,Assam,India,Chakalia No.3,,Chakalia,291967,2067,286,18,"291967",0.50210822,Village,Rural,636605.925914128,3377.18610416195,1.1795374410493,0.221364761679608
222,205080,"182862068235408",Chakalia Pather,Tingkhong,Dibrugarh,Assam,India,Chakalia Pather,,Chakalia Pather,292198,2068,286,18,"292198",1.71496355,Village,Rural,2175204.36858891,6894.32587520918,0.813908309455395,0.152746841839432
223,206384,"182862066235198",Chakalia Pather Gaon,Tengakhat,Dibrugarh,Assam,India,Chakalia Pather Gaon,,Chakalia Pather Gaon,291641,2066,286,18,"291641",1.51641502,Village,Rural,1929186.56892564,6079.21798704746,0.805785397914323,0.15122240834978
224,209880,"182862068235407",Chakalia Pather No 2,Tingkhong,Dibrugarh,Assam,India,Chakalia Pather No.2,,Chakalia Pather,292202,2068,286,18,"292202",1.58032719,Village,Rural,2004567.48574303,6545.33502280455,0.484846261510788,0.0909914966625449
225,205351,"182862065234977",Chakali Bharia,Chabua,Dibrugarh,Assam,India,Chakali Bharia,,Chakali Bharia,291428,2065,286,18,"291428",3.58933483,Village,Rural,4581336.19485608,10287.3996280877,0.855990443794245,0.160644430601516
226,206338,"182862066235233",Chakali Bhoria Gaon,Tengakhat,Dibrugarh,Assam,India,Chakali Bhoria Gaon,,Chakali Bhoria Gaon,291605,2066,286,18,"291605",1.20959632,Village,Rural,1539867.92594301,5457.95469135312,0.377480317623122,0.0708420416693599
227,205328,"182862063234733",Chakoi Pathar Bridhi Blook,Dibrugarh West,Dibrugarh,Assam,India,Chakoi Pathar Bridhi Blook,,Chakoi Pathar Bridhi Blook,291184,2063,286,18,"291184",2.36846594,Village,Rural,3010678.75937469,9342.137197826,0.239175815460606,0.044886321999125
228,209863,"182862063234832",Chakoi Pathar Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Chakoi Pathar Gaon No.1,,Chakoi Pathar Gaon,291183,2063,286,18,"291183",2.10442498,Village,Rural,2674806.55437357,7366.26204209849,0.06148038912668,0.0115380751923314
229,205110,"182862063234831",Chakoi Pathar Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Chakoi Pathar Gaon No.2,,Chakoi Pathar Gaon,291186,2063,286,18,"291186",2.42981519,Village,Rural,3087718.08196959,7883.53741318692,0.398021453116207,0.0746970134615316
230,210584,"182862063234830",Chakoi Pathar Gaon No 3,Dibrugarh West,Dibrugarh,Assam,India,Chakoi Pathar Gaon No.3,,Chakoi Pathar Gaon,291187,2063,286,18,"291187",0.71738557,Village,Rural,911470.048614957,4968.71287910934,0.661855064156024,0.124210884236964
231,210714,"182862064235328",Chakula Chapori,Dibrugarh East,Dibrugarh,Assam,India,Chakula Chapori,,Chakula Chapori,291259,2064,286,18,"291259",3.32043815,Village,Rural,4241241.21471653,9072.78443796154,0.010013704828588,0.00187928022101476
232,205414,"182862066235274",Chalakataki No 1,Tengakhat,Dibrugarh,Assam,India,Chalakataki No.1,,Chalakataki,291581,2066,286,18,"291581",1.78134341,Village,Rural,2266270.79062717,6250.18211443497,1.05051362837191,0.197150756638006
233,205409,"182862066235162",Chalakataki No 2,Tengakhat,Dibrugarh,Assam,India,Chalakataki No.2,,Chalakataki,291580,2066,286,18,"291580",1.16444334,Village,Rural,1481408.80022992,5525.88274274738,0.700252784343035,0.131417015964903
234,206462,"182862069235609",Chamaguri Gaon,Naharkatiya,Dibrugarh,Assam,India,Chamaguri Gaon,,Chamaguri Gaon,292369,2069,286,18,"292369",1.78178353,Village,Rural,2262215.24387529,7098.67406968285,0.933861261059841,0.175258510923087
235,206637,"182862063234697",Chamoguri Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Chamoguri Bangali Gaon,,Chamoguri Bangali Gaon,291234,2063,286,18,"291234",1.14227083,Village,Rural,1454071.97007391,5576.19209601812,0.599868852556461,0.11257788092513
236,212354,"182862063234700",Chamoguri Kachari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Chamoguri Kachari Gaon,,Chamoguri Kachari Gaon,291157,2063,286,18,"291157",0.99986732,Village,Rural,1273044.88722737,6876.08574656431,1.16638348150746,0.218896147273835
237,205469,"182862065235053",Chamoni Gaon,Chabua,Dibrugarh,Assam,India,Chamoni Gaon,,Chamoni Gaon,291376,2065,286,18,"291376",1.6493032,Village,Rural,2105284.3711933,5833.16373288989,0.567328635335592,0.106471031596386
238,212355,"182862063234686",Changamari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Changamari Gaon,,Changamari Gaon,291239,2063,286,18,"291239",1.91828556,Village,Rural,2442170.52953114,6882.3543237474,1.13117519320118,0.212288578850119
239,205333,"182862063234814",Changamari Habi,Dibrugarh West,Dibrugarh,Assam,India,Changamari Habi,,Changamari Habi,291082,2063,286,18,"291082",2.31569111,Village,Rural,2950979.70619954,6846.58793359371,0.638621442979017,0.119850611442039
240,205504,"182862063234813",Changamari Tekela Gaon,Dibrugarh West,Dibrugarh,Assam,India,Changamari Tekela Gaon,,Changamari Tekela Gaon,291083,2063,286,18,"291083",2.03133373,Village,Rural,2588586.28101742,7009.46662042705,0.569548170166126,0.106887573523502
241,205106,"182862065235031",Changmai Barua Pathar,Chabua,Dibrugarh,Assam,India,Changmai Barua Pathar,,Changmai Barua Pathar,291417,2065,286,18,"291417",1.83302792,Village,Rural,2338655.79438795,6445.52918796678,0.796068024109392,0.149398740815694
242,205308,"182862067235753",Changmai Gaon,Moran,Dibrugarh,Assam,India,Changmai Gaon,,Changmai Gaon,291811,2067,286,18,"291811",2.03855621,Village,Rural,2591618.47843875,7055.64885220241,0.449137863983891,0.084290072330079
243,205347,"182862063234779",Changmai Garia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Changmai Garia Gaon,,Changmai Garia Gaon,291142,2063,286,18,"291142",2.35634131,Village,Rural,3001017.11938598,8149.70739309074,0.878332536593817,0.164837389532605
244,205188,"182862063234800",Changmai Gohain Gaon,Dibrugarh West,Dibrugarh,Assam,India,Changmai Gohain Gaon,,Changmai Gohain Gaon,291137,2063,286,18,"291137",1.81572047,Village,Rural,2311772.87034503,5954.16288986082,0.555493335841637,0.10424989120634
245,206573,"182862066235131",Chapatali Bangali,Tengakhat,Dibrugarh,Assam,India,Chapatali Bangali,,Chapatali Bangali,291699,2066,286,18,"291699",0.57574433,Village,Rural,731951.500170516,3617.70141893286,0.626956259580077,0.117661396879458
246,206342,"182862066235137",Chapatali Na Gaon,Tengakhat,Dibrugarh,Assam,India,Chapatali Na-Gaon,,Chapatali Na-Gaon,291693,2066,286,18,"291693",1.20013839,Village,Rural,1526309.17296072,5511.30825519256,0.696359612658667,0.130686381232935
247,206499,"182862066235136",Chapatali No 1,Tengakhat,Dibrugarh,Assam,India,Chapatali No.1,,Chapatali,291692,2066,286,18,"291692",1.32979274,Village,Rural,1691167.69912422,5828.72227610977,0.749303469487905,0.140622398388081
248,205071,"182862068235386",Chapatali No 1,Tingkhong,Dibrugarh,Assam,India,Chapatali No.1,,Chapatali,292224,2068,286,18,"292224",1.9257599,Village,Rural,2442012.99599921,8976.53211968542,0.47408917142574,0.0889727047190484
249,205113,"182862066235128",Chapatali No 2,Tengakhat,Dibrugarh,Assam,India,Chapatali No.2,,Chapatali,291688,2066,286,18,"291688",4.03772573,Village,Rural,5134768.56822142,9407.89664808725,0.79410193399127,0.149029763066203
250,205184,"182862068235385",Chapatali No 2,Tingkhong,Dibrugarh,Assam,India,Chapatali No.2,,Chapatali,292223,2068,286,18,"292223",1.69055677,Village,Rural,2143820.47762415,6475.15110993804,0.571301724105184,0.107216664433467
251,205094,"182862066235130",Chapatali No 3,Tengakhat,Dibrugarh,Assam,India,Chapatali No.3,,Chapatali,291695,2066,286,18,"291695",2.9872033,Village,Rural,3797974.58066703,10133.9526868547,0.765678672918939,0.143695546283871
252,205092,"182862068235388",Chapatali No 3,Tingkhong,Dibrugarh,Assam,India,Chapatali No.3,,Chapatali,292204,2068,286,18,"292204",0.84605986,Village,Rural,1073035.09029037,4581.41613248089,0.891499638420726,0.167308470361825
253,206588,"182862066235144",Chapatali No 4,Tengakhat,Dibrugarh,Assam,India,Chapatali No.4,,Chapatali,291689,2066,286,18,"291689",1.00760793,Village,Rural,1281343.52022917,6147.8292854874,0.814838181664474,0.152921351721689
254,205151,"182862068235378",Chapatali No 4,Tingkhong,Dibrugarh,Assam,India,Chapatali No.4,,Chapatali,292235,2068,286,18,"292235",0.9825885,Village,Rural,1245731.8819901,6562.87698249594,1.09966383969784,0.206374817221439
255,206701,"182862065234958",Charai Chungi,Chabua,Dibrugarh,Assam,India,Charai Chungi,,Charai Chungi,291469,2065,286,18,"291469",0.61607072,Village,Rural,785010.764293531,3956.83120252854,0.622070141183802,0.11674441502141
256,206704,"182862065234957",Charai Chungi Habi,Chabua,Dibrugarh,Assam,India,Charai Chungi Habi,,Charai Chungi Habi,291463,2065,286,18,"291463",1.58381683,Village,Rural,2018362.73819649,6556.98539038576,0.49328605122271,0.0925753989391386
257,205435,"182862067235808",Charaihabi,Moran,Dibrugarh,Assam,India,No.2 Charaihabi,,Charaihabi,291741,2067,286,18,"291741",2.51485016,Village,Rural,3198144.09716997,9026.35143559214,0.785098515689464,0.147340084148586
258,210890,"182862067235810",Charaihabi Gaon No 1,Moran,Dibrugarh,Assam,India,Charaihabi Gaon No.1,,Charaihabi Gaon,291739,2067,286,18,"291739",7.04305942,Village,Rural,8960498.35071451,14926.6824492512,0.786804491056203,0.147660245948752
259,206663,"182862067235809",Charaihabi Gaon No 3,Moran,Dibrugarh,Assam,India,Charaihabi Gaon No.3,,Charaihabi Gaon,291740,2067,286,18,"291740",1.02400225,Village,Rural,1302255.81562384,4870.88124078543,0.578581091320073,0.108582789265646
260,206324,"182862066235073",Charai Pung F V,Tengakhat,Dibrugarh,Assam,India,Charai Pung F/V,,Charai Pung F/V,291701,2066,286,18,"291701",3.46837817,Village,Rural,4412812.54871143,10014.5056328122,0.979744693671433,0.183869492458418
261,211364,"182862065235064",Charaki Chapori,Chabua,Dibrugarh,Assam,India,Charaki Chapori,,Charaki Chapori,291364,2065,286,18,"291364",0.43321493,Village,Rural,554282.275665602,3800.31722036009,0.288315916139829,0.0541084851091752
262,206628,"182862068235439",Charang Pather Charing Pather,Tingkhong,Dibrugarh,Assam,India,Charang Pather (Charing Pather,,Charang Pather (Charing Pather,292079,2068,286,18,"292079",4.25102247,Village,Rural,5398700.77350305,9581.43074109467,0.743580517004368,0.139548367188618
263,206545,"182862063234727",Chari Banhi Gaon,Dibrugarh West,Dibrugarh,Assam,India,Chari Banhi Gaon,,Chari Banhi Gaon,291195,2063,286,18,"291195",3.15063747,Village,Rural,4001909.56471381,10831.6874229035,0.856098706684098,0.160664748387096
264,211237,"182862063234725",Chari Banhi Hingari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Chari Banhi Hingari Gaon,,Chari Banhi Hingari Gaon,291194,2063,286,18,"291194",0.53896975,Village,Rural,684607.854312372,3595.04039167746,1.09768762080458,0.206003938596388
265,206714,"182862065235068",Charkhalia Chapori,Chabua,Dibrugarh,Assam,India,Charkhalia Chapori,,Charkhalia Chapori,291358,2065,286,18,"291358",8.1223281,Village,Rural,10382906.5276632,18889.9288851511,0.248890481942591,0.0467094814476868
266,206715,"182862065235066",Charkhalia Chapori,Chabua,Dibrugarh,Assam,India,Charkhalia Chapori,,Charkhalia Chapori,291360,2065,286,18,"291360",3.90146851,Village,Rural,4991322.68281064,13948.2866911161,0.375785029451517,0.0705238855438946
267,205507,"182862064234932",Chaulkhowa Grant Gaon,Dibrugarh East,Dibrugarh,Assam,India,Chaulkhowa Grant Gaon,,Chaulkhowa Grant Gaon,291283,2064,286,18,"291283",3.05985199,Village,Rural,3902282.76377991,7992.6819000306,0.587956600942416,0.110342298867417
268,205279,"182862068235394",Chauwani,Tingkhong,Dibrugarh,Assam,India,Chauwani,,Chauwani,292213,2068,286,18,"292213",0.96268107,Village,Rural,1221256.21100474,5946.75750481659,0.954146926560678,0.179065538451701
269,205442,"182862063234838",Chawolkhowa Charaihabi Gaon,Dibrugarh West,Dibrugarh,Assam,India,Chawolkhowa Charaihabi Gaon,,Chawolkhowa Charaihabi Gaon,291066,2063,286,18,"291066",6.32475374,Village,Rural,8050435.22596758,17634.5633553178,0.322124857736982,0.0604534369850868
270,211461,"182862063234837",Chawolkhowa N C,Dibrugarh West,Dibrugarh,Assam,India,Chawolkhowa N.C.,,Chawolkhowa N.C.,291067,2063,286,18,"291067",0.94625505,Village,Rural,1204609.15462117,5589.52578698291,0.702288159622978,0.131798996517697
271,205427,"182862069235661",Cheleng,Naharkatiya,Dibrugarh,Assam,India,Cheleng,,Cheleng,292303,2069,286,18,"292303",1.10150262,Village,Rural,1399683.87989658,4902.05398175374,0.796710311838076,0.14951927948199
272,205305,"182862069235628",Cheleng Chuk,Naharkatiya,Dibrugarh,Assam,India,Cheleng Chuk,,Cheleng Chuk,292299,2069,286,18,"292299",0.94597548,Village,Rural,1202081.94763172,5784.09096699373,0.877623543195013,0.164704332158335
273,210339,"182862065235047",Chengdhora,Chabua,Dibrugarh,Assam,India,Chengdhora,,Chengdhora,291379,2065,286,18,"291379",0.99786075,Village,Rural,1273491.25248007,4797.06168204998,0.705476456258277,0.132397346769478
274,205172,"182862065235046",Chengdhora T E,Chabua,Dibrugarh,Assam,India,Chengdhora T.E.,,Chengdhora T.E.,291381,2065,286,18,"291381",2.18351434,Village,Rural,2786395.76267983,6670.99311813332,0.679576506724708,0.127536681938939
275,205533,"182862069235658",Chengelijan,Naharkatiya,Dibrugarh,Assam,India,Chengelijan,,Chengelijan,292302,2069,286,18,"292302",1.81131461,Village,Rural,2302013.74121897,8744.25487400646,1.11315078649889,0.208905923620016
276,206668,"182862069235533",Chengelijan,Naharkatiya,Dibrugarh,Assam,India,Chengelijan,,Chengelijan,292333,2069,286,18,"292333",1.35748776,Village,Rural,1725328.74637783,6233.50461596617,0.493874401489103,0.092685815117525
277,206333,"182862069235652",Chengelijan Habi No 1,Naharkatiya,Dibrugarh,Assam,India,Chengelijan Habi No.1,,Chengelijan Habi,292306,2069,286,18,"292306",1.35850754,Village,Rural,1726702.46228954,6012.48936976492,1.03448180864964,0.194142051845259
278,206605,"182862069235660",Chengelijan Habi No 2,Naharkatiya,Dibrugarh,Assam,India,Chengelijan Habi No.2,,Chengelijan Habi,292300,2069,286,18,"292300",0.70357052,Village,Rural,894137.936206782,4910.49315646811,1.07768424150053,0.202249887950494
279,206753,"182862064234897",Chenglijan,Dibrugarh East,Dibrugarh,Assam,India,Chenglijan,,Chenglijan,291328,2064,286,18,"291328",2.4210392,Village,Rural,3084235.88215354,7525.30000626044,0.665658795940025,0.12492473370927
280,205366,"182862067235821",Chenimari Gaon,Moran,Dibrugarh,Assam,India,Chenimari Gaon,,Chenimari Gaon,291724,2067,286,18,"291724",4.56711109,Village,Rural,5806536.23180136,12909.4544316193,0.666290303980227,0.125043249342563
281,206563,"182862066235251",Chercheria Jan,Tengakhat,Dibrugarh,Assam,India,Chercheria Jan,,Chercheria Jan,291595,2066,286,18,"291595",1.48998855,Village,Rural,1896623.84597312,7107.70186870327,0.96707100385609,0.181491010667218
282,206656,"182862069235585",Cherepajan Bangali,Naharkatiya,Dibrugarh,Assam,India,Cherepajan Bangali,,Cherepajan Bangali,292345,2069,286,18,"292345",0.8812375,Village,Rural,1119930.75713396,4612.7082741903,0.437502005291374,0.0821063611592702
283,206295,"182862069235638",Cherepajan Pather Gaon,Naharkatiya,Dibrugarh,Assam,India,Cherepajan Pather Gaon,,Cherepajan Pather Gaon,292347,2069,286,18,"292347",0.24487803,Village,Rural,311224.562276999,2618.00881044807,1.09687892580405,0.205852170140522
284,205465,"182862065235020",Chetia Gaon,Chabua,Dibrugarh,Assam,India,Chetia Gaon,,Chetia Gaon,291418,2065,286,18,"291418",1.86421258,Village,Rural,2378581.33256949,7773.01804040664,0.755013858676225,0.141694071823598
285,206466,"182862067235997",Chetia Gaon,Moran,Dibrugarh,Assam,India,Chetia Gaon,,Chetia Gaon,291708,2067,286,18,"291708",2.02293196,Village,Rural,2570046.78243415,7881.73696302379,0.752470981871146,0.141216848042185
286,210919,"182862065234966",Chetia Pathar,Chabua,Dibrugarh,Assam,India,Chetia Pathar,,Chetia Pathar,291454,2065,286,18,"291454",0.72334252,Village,Rural,922214.790562114,4649.61283740007,0.812849046778865,0.15254804914173
287,205149,"182862066235110",Chetia Pather,Tengakhat,Dibrugarh,Assam,India,Chetia Pather,,Chetia Pather,291589,2066,286,18,"291589",0.40594634,Village,Rural,516544.78815967,2937.83875550788,1.06921374081419,0.200660222120072
288,206718,"182862066235107",Chetia Pather No 1,Tengakhat,Dibrugarh,Assam,India,Chetia Pather No.1,,Chetia Pather,291669,2066,286,18,"291669",0.64406868,Village,Rural,819621.041895216,4007.27064783841,0.92327002382063,0.173270844719576
289,206498,"182862066235276",Chirika Beel,Tengakhat,Dibrugarh,Assam,India,Chirika Beel,,Chirika Beel,291672,2066,286,18,"291672",0.27608591,Village,Rural,351251.116611519,2760.29427596433,0.92130136394075,0.172901384700782
290,206378,"182862064234865",Chiring Hula No 1,Dibrugarh East,Dibrugarh,Assam,India,Chiring Hula No.1,,Chiring Hula,291336,2064,286,18,"291336",2.49105061,Village,Rural,3172698.80484703,8283.13733228626,0.689128313010129,0.129329277280467
291,210917,"182862064234866",Chiring Hula No 2,Dibrugarh East,Dibrugarh,Assam,India,Chiring Hula No.2,,Chiring Hula,291335,2064,286,18,"291335",1.55105559,Village,Rural,1975463.45122918,6324.48731740597,0.951357877175576,0.178542115259728
292,205447,"182862066235283",Chiringkhat,Tengakhat,Dibrugarh,Assam,India,Chiringkhat,,Chiringkhat,291506,2066,286,18,"291506",1.36566281,Village,Rural,1738473.41127607,6156.70760395825,0.839605746309409,0.157569500948841
293,206719,"182862066235070",Chiring Khat,Tengakhat,Dibrugarh,Assam,India,No.2 Chiring Khat,,Chiring Khat,291593,2066,286,18,"291593",1.1625458,Village,Rural,1480166.32620171,4824.09554997551,0.788361872171427,0.147952520943524
294,206354,"182862066235231",Chowdang Gaon,Tengakhat,Dibrugarh,Assam,India,Chowdang Gaon,,Chowdang Gaon,291659,2066,286,18,"291659",2.37458281,Village,Rural,3022359.34877659,8490.68113069561,1.0678102976951,0.200396836795642
295,205491,"182862063234670",Chring Gaon,Dibrugarh East,Dibrugarh,Assam,India,Chring Gaon,,Chring Gaon,291089,2064,286,18,"291089",2.24956192,Village,Rural,2868194.05205515,7458.65288293825,0.544309940645281,0.102151094231987
296,210772,"182862065235332",Chukan Chapori,Chabua,Dibrugarh,Assam,India,Chukan Chapori,,Chukan Chapori,291361,2065,286,18,"291361",1.60651507,Village,Rural,2056465.849761,7945.13469050304,0.326810676528756,0.0613328284516197
297,206392,"182862065234979",Chungichuk,Chabua,Dibrugarh,Assam,India,Chungichuk,,Chungichuk,291432,2065,286,18,"291432",2.39914509,Village,Rural,3061481.06323669,9583.85311409904,0.57386311512136,0.107697362792104
298,205449,"182862066235226",Chungigaon,Tengakhat,Dibrugarh,Assam,India,Chungigaon,,Chungigaon,291486,2066,286,18,"291486",2.64195083,Village,Rural,3364829.51346209,8038.63144654499,0.902204784342145,0.169317513901412
299,206348,"182862066235221",Chungi Pathar Gaon,Tengakhat,Dibrugarh,Assam,India,Chungi Pathar Gaon,,Chungi Pathar Gaon,291609,2066,286,18,"291609",2.49606468,Village,Rural,3178254.53037159,7534.54688111837,0.49353092476135,0.0926213545575329
300,206776,"182862068235438",Churatonibam,Tingkhong,Dibrugarh,Assam,India,Churatonibam,,Churatonibam,292080,2068,286,18,"292080",2.28031863,Village,Rural,2895616.75222792,7839.49336345387,0.938972597752335,0.176217759684018
301,205278,"182862068235365",Dachuk Bokalial Bakabat,Tingkhong,Dibrugarh,Assam,India,Dachuk Bokalial (Bakabat),,Dachuk Bokalial (Bakabat),292194,2068,286,18,"292194",2.1594445,Village,Rural,2738468.44738553,7720.14558850784,0.75305322976616,0.141326118983515
302,212362,"182862065235004",Dadhia F V,Chabua,Dibrugarh,Assam,India,Dadhia F.V.,,Dadhia F.V.,291479,2065,286,18,"291479",21.14023087,Village,Rural,27021265.0154468,33067.6475678756,0.278346553061674,0.0522375265409335
303,205357,"182862066235164",Da Hukuta,Tengakhat,Dibrugarh,Assam,India,Da-Hukuta,,Da-Hukuta,291576,2066,286,18,"291576",1.75188927,Village,Rural,2228999.65494581,7332.55146108951,0.754182770495438,0.141538100821177
304,205268,"182862063234788",Dainijan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dainijan Gaon,,Dainijan Gaon,291110,2063,286,18,"291110",1.62400767,Village,Rural,2069227.84559082,6411.15184746646,1.1555173905504,0.216856899047038
305,212326,"182862069235670",Dalamuri,Naharkatiya,Dibrugarh,Assam,India,Dalamuri,,Dalamuri,292261,2069,286,18,"292261",0.4069271,Village,Rural,517515.955744086,3867.85254170232,0.695687607811256,0.130560265530527
306,205522,"182862069235671",Dalamuri No 2,Naharkatiya,Dibrugarh,Assam,India,Dalamuri No.2,,Dalamuri,292260,2069,286,18,"292260",2.72433508,Village,Rural,3465409.66787768,9363.79380220925,0.583781567648634,0.109558766935391
307,206351,"182862067236005",Dalanikur Gaon Dalanikur Kuma,Moran,Dibrugarh,Assam,India,Dalanikur Gaon (Dalanikur Kuma,,Dalanikur Gaon (Dalanikur Kuma,291712,2067,286,18,"291712",0.73206923,Village,Rural,930162.733575736,6021.0452032182,1.0082519692844,0.189219476318689
308,206645,"182862067235713",Dalanikur Kumar Gaon,Moran,Dibrugarh,Assam,India,Dalanikur Kumar Gaon,,Dalanikur Kumar Gaon,291713,2067,286,18,"291713",2.51212029,Village,Rural,3192179.84179903,7938.20725388969,0.96105894889887,0.180362723368745
309,205251,"182862068235296",Dalapa,Tingkhong,Dibrugarh,Assam,India,Dalapa,,Dalapa,292105,2068,286,18,"292105",3.20575828,Village,Rural,4069119.02931177,8800.27893057263,0.65018588108357,0.122020919052365
310,205181,"182862068235405",Dangalpara Dangatpara,Tingkhong,Dibrugarh,Assam,India,Dangalpara (Dangatpara),,Dangalpara (Dangatpara),292196,2068,286,18,"292196",1.09254497,Village,Rural,1385401.67846627,5112.22385022739,0.742404944384875,0.139327746508261
311,205467,"182862065235003",Dangar Chuk,Chabua,Dibrugarh,Assam,India,Dangar Chuk,,Dangar Chuk,291421,2065,286,18,"291421",2.07045067,Village,Rural,2642323.38165923,6466.78550038754,0.688794966411842,0.129266717850203
312,211502,"182862064234872",Dangar Pothar No 1,Dibrugarh East,Dibrugarh,Assam,India,Dangar Pothar No.1,,Dangar Pothar,291345,2064,286,18,"291345",0.84579985,Village,Rural,1076885.33749629,5052.64987257162,0.925076475433473,0.173609862979485
313,206739,"182862064234871",Dangar Pothar No 2,Dibrugarh East,Dibrugarh,Assam,India,Dangar Pothar No.2,,Dangar Pothar,291346,2064,286,18,"291346",2.00190298,Village,Rural,2548974.95262917,6789.29576047892,0.765803846237087,0.143719037663438
314,211444,"182862067235909",Dehingia Gaon,Moran,Dibrugarh,Assam,India,Dehingia Gaon,,Dehingia Gaon,291934,2067,286,18,"291934",1.08128231,Village,Rural,1371322.36899301,6845.88836882335,0.811798405143426,0.1523508743619
315,210530,"182862067235949",Demowkinar,Moran,Dibrugarh,Assam,India,Demowkinar,,Demowkinar,291851,2067,286,18,"291851",0.50949522,Village,Rural,646490.29472628,3950.44894814977,1.05518725456204,0.198027859908961
316,211458,"182862067235945",Demowkinar Bongali,Moran,Dibrugarh,Assam,India,Demowkinar Bongali,,Demowkinar Bongali,291871,2067,286,18,"291871",0.95431099,Village,Rural,1211337.89441663,4815.40534152968,0.443888530773561,0.0833049256491498
317,210571,"182862067235952",Demowkinar Changmai,Moran,Dibrugarh,Assam,India,Demowkinar Changmai,,Demowkinar Changmai,291870,2067,286,18,"291870",2.56973769,Village,Rural,3261386.44801094,8461.66681029397,0.75871838543169,0.142389303406608
